"","subject","type","item","condition","question","correct_answer","response","rt","group","question_type"
"2283","Native 13","gp",15,0.5,"!","{The_boy}","1",1515,0.5,0.5
"2293","Native 13","gp",5,0.5,"!","{The_father_washed_himself}","1",2067,0.5,0.5
"2297","Native 13","gp",3,0.5,"!","{The_president}","1",3201,0.5,0.5
"2304","Native 13","gp",18,-0.5,"!","{The_father_washed_himself}","1",1635,0.5,0.5
"2308","Native 13","gp",6,-0.5,"!","{The_two_kids_fought_each_other}","1",2145,0.5,0.5
"2314","Native 13","gp",17,0.5,"!","{The_two_men_fought_each_other}","1",3158,0.5,0.5
"2356","Native 14","gp",19,-0.5,"!","{The_coach}","0",1881,0.5,0.5
"2363","Native 14","gp",11,-0.5,"!","{The_friend}","1",1564,0.5,0.5
"2373","Native 14","gp",17,-0.5,"!","{The_two_men_fought_the_terrorist}","0",4503,0.5,0.5
"2381","Native 14","gp",18,0.5,"!","{The_father}","0",2271,0.5,0.5
"2384","Native 14","gp",8,0.5,"!","{Mary_dressed_the_boy}","0",2418,0.5,0.5
"2391","Native 14","gp",15,-0.5,"!","{The_boy}","1",1093,0.5,0.5
"2397","Native 14","gp",23,-0.5,"!","{The_child}","1",1169,0.5,0.5
"2408","Native 14","gp",21,-0.5,"!","{Anna_dressed_herself}","1",2572,0.5,0.5
"2415","Native 14","gp",20,0.5,"!","{The_two_friends_met_each_other}","1",3154,0.5,0.5
"2418","Native 14","gp",5,-0.5,"!","{The_father_washed_himself}","1",1435,0.5,0.5
"2422","Native 14","gp",2,0.5,"!","{The_baby}","1",2564,0.5,0.5
"2425","Native 14","gp",3,-0.5,"!","{The_president}","1",1488,0.5,0.5
"2432","Native 14","gp",9,-0.5,"!","{The_pianist_calmed_himself_down}","1",3843,0.5,0.5
"2436","Native 14","gp",13,-0.5,"!","{The_girl_calmed_herself_down}","1",2880,0.5,0.5
"2442","Native 14","gp",16,0.5,"!","{The_researcher_woke_himself_up}","1",1884,0.5,0.5
"2450","Native 14","gp",12,0.5,"!","{The_nurse_washed_the_baby}","0",2416,0.5,0.5
"2460","Native 14","gp",4,0.5,"!","{The_two_children_hugged_their_friend}","0",3812,0.5,0.5
"2471","Native 14","gp",10,0.5,"!","{The_General}","1",1749,0.5,0.5
"2479","Native 14","gp",6,0.5,"!","{The_neighbour}","1",1961,0.5,0.5
"2482","Native 14","gp",14,0.5,"!","{The_doctor}","0",1632,0.5,0.5
"2489","Native 14","gp",7,-0.5,"!","{The_lady}","1",1605,0.5,0.5
"2497","Native 14","gp",1,-0.5,"!","{The_lawyer_calmed_himself_down}","1",5328,0.5,0.5
"2507","Native 14","gp",24,0.5,"!","{The_two_actresses_met_the_director}","0",2412,0.5,0.5
"2518","Native 14","gp",22,0.5,"!","{The_coach}","1",2179,0.5,0.5
"2539","Native 15","gp",22,-0.5,"!","{The_coach}","1",2014,0.5,0.5
"2546","Native 15","gp",1,0.5,"!","{The_man}","1",1925,0.5,0.5
"2550","Native 15","gp",19,0.5,"!","{The_coach_calmed_himself_down}","1",4012,0.5,0.5
"2558","Native 15","gp",12,-0.5,"!","{The_nurse_washed_herself}","1",7162,0.5,0.5
"2561","Native 15","gp",21,0.5,"!","{The_child}","1",7534,0.5,0.5
"2567","Native 15","gp",24,-0.5,"!","{The_two_actresses_met_each_other}","1",2685,0.5,0.5
"2578","Native 15","gp",3,0.5,"!","{The_two_journalists_met_each_other}","1",5431,0.5,0.5
"2584","Native 15","gp",11,0.5,"!","{The_lady_woke_herself_up}","1",3589,0.5,0.5
"2588","Native 15","gp",4,-0.5,"!","{The_two_children_hugged_each_other}","1",4168,0.5,0.5
"2595","Native 15","gp",13,0.5,"!","{The_boy}","1",1965,0.5,0.5
"2601","Native 15","gp",16,-0.5,"!","{The_researcher_woke_himself_up}","1",5997,0.5,0.5
"2612","Native 15","gp",18,-0.5,"!","{The_baby}","1",4423,0.5,0.5
"2615","Native 15","gp",14,-0.5,"!","{The_nurse}","1",6913,0.5,0.5
"2618","Native 15","gp",5,0.5,"!","{The_boy}","1",3210,0.5,0.5
"2622","Native 15","gp",6,-0.5,"!","{The_neighbour}","1",1863,0.5,0.5
"2626","Native 15","gp",8,-0.5,"!","{Mary_dressed_herself}","1",8600,0.5,0.5
"2630","Native 15","gp",10,-0.5,"!","{The_General}","1",1798,0.5,0.5
"2636","Native 15","gp",17,0.5,"!","{The_terrorist}","1",2058,0.5,0.5
"2644","Native 15","gp",7,0.5,"!","{The_man_woke_himself_up}","1",3262,0.5,0.5
"2647","Native 15","gp",23,0.5,"!","{The_mother_washed_herself}","1",2129,0.5,0.5
"2664","Native 15","gp",9,0.5,"!","{The_singer}","1",1669,0.5,0.5
"2671","Native 15","gp",15,0.5,"!","{The_aunt_dressed_herself}","1",2129,0.5,0.5
"2678","Native 15","gp",20,-0.5,"!","{The_two_friends_met_each_other}","1",2886,0.5,0.5
"2682","Native 15","gp",2,-0.5,"!","{The_baby}","1",1460,0.5,0.5
"2726","Native 16","gp",10,0.5,"!","{The_two_soldiers_fought_the_General}","0",3145,0.5,0.5
"2732","Native 16","gp",5,-0.5,"!","{The_boy}","1",1414,0.5,0.5
"2739","Native 16","gp",15,-0.5,"!","{The_aunt_dressed_herself}","1",2585,0.5,0.5
"2742","Native 16","gp",24,0.5,"!","{The_director}","1",1238,0.5,0.5
"2753","Native 16","gp",19,-0.5,"!","{The_coach_calmed_himself_down}","1",2739,0.5,0.5
"2757","Native 16","gp",6,0.5,"!","{The_two_kids_fought_each_other}","1",2701,0.5,0.5
"2764","Native 16","gp",12,0.5,"!","{The_baby}","1",1711,0.5,0.5
"2768","Native 16","gp",18,0.5,"!","{The_father_washed_the_baby}","0",2181,0.5,0.5
"2790","Native 16","gp",3,-0.5,"!","{The_two_journalists_met_each_other}","1",3292,0.5,0.5
"2797","Native 16","gp",22,0.5,"!","{The_two_footballers_fought_each_other}","1",2463,0.5,0.5
"2801","Native 16","gp",7,-0.5,"!","{The_man_woke_himself_up}","1",2421,0.5,0.5
"2804","Native 16","gp",13,-0.5,"!","{The_boy}","1",1511,0.5,0.5
"2807","Native 16","gp",17,-0.5,"!","{The_terrorist}","1",1457,0.5,0.5
"2813","Native 16","gp",1,-0.5,"!","{The_man}","1",2154,0.5,0.5
"2820","Native 16","gp",16,0.5,"!","{The_assistant}","1",2060,0.5,0.5
"2838","Native 16","gp",9,-0.5,"!","{The_singer}","1",1881,0.5,0.5
"2841","Native 16","gp",8,0.5,"!","{The_boy}","1",1924,0.5,0.5
"2845","Native 16","gp",14,0.5,"!","{The_doctor_woke_himself_up}","1",1681,0.5,0.5
"2850","Native 16","gp",23,-0.5,"!","{The_mother_washed_herself}","1",1508,0.5,0.5
"2853","Native 16","gp",20,0.5,"!","{The_man}","1",1518,0.5,0.5
"2857","Native 16","gp",2,0.5,"!","{The_mother_dressed_herself}","1",2282,0.5,0.5
"2865","Native 16","gp",21,-0.5,"!","{The_child}","1",2631,0.5,0.5
"2871","Native 16","gp",11,-0.5,"!","{The_lady_woke_herself_up}","1",3697,0.5,0.5
"2878","Native 16","gp",4,0.5,"!","{The_two_children}","0",2881,0.5,0.5
"2895","Native 17","gp",13,0.5,"!","{The_girl_calmed_the_boy_down}","0",2794,0.5,0.5
"2902","Native 17","gp",12,-0.5,"!","{The_baby}","1",2216,0.5,0.5
"2905","Native 17","gp",14,-0.5,"!","{The_doctor_woke_himself_up}","1",4621,0.5,0.5
"2912","Native 17","gp",18,-0.5,"!","{The_father_washed_the_baby}","0",2322,0.5,0.5
"2915","Native 17","gp",9,0.5,"!","{The_pianist_calmed_the_singer_down}","0",1748,0.5,0.5
"2926","Native 17","gp",15,0.5,"!","{The_boy}","1",1594,0.5,0.5
"2934","Native 17","gp",24,-0.5,"!","{The_actresses}","0",2686,0.5,0.5
"2948","Native 17","gp",20,-0.5,"!","{The_two_friends}","0",3497,0.5,0.5
"2958","Native 17","gp",8,-0.5,"!","{The_boy}","1",2092,0.5,0.5
"2962","Native 17","gp",6,-0.5,"!","{The_two_kids_fought_each_other}","1",2947,0.5,0.5
"2970","Native 17","gp",21,0.5,"!","{Anna_dressed_the_child}","0",2517,0.5,0.5
"2982","Native 17","gp",10,-0.5,"!","{The_two_soldiers_fought_each_other}","1",6188,0.5,0.5
"2988","Native 17","gp",11,0.5,"!","{The_friend}","1",2335,0.5,0.5
"2995","Native 17","gp",1,0.5,"!","{The_lawyer_calmed_himself_down}","1",4460,0.5,0.5
"3006","Native 17","gp",3,0.5,"!","{The_president}","1",2691,0.5,0.5
"3013","Native 17","gp",17,0.5,"!","{The_two_men_fought_each_other}","1",6982,0.5,0.5
"3023","Native 17","gp",7,0.5,"!","{The_lady}","1",1707,0.5,0.5
"3029","Native 17","gp",5,0.5,"!","{The_father_washed_the_boy}","0",2027,0.5,0.5
"3033","Native 17","gp",16,-0.5,"!","{The_assistant}","1",1791,0.5,0.5
"3039","Native 17","gp",19,0.5,"!","{The_basketball_player}","1",2995,0.5,0.5
"3042","Native 17","gp",4,-0.5,"!","{The_friend}","1",1622,0.5,0.5
"3045","Native 17","gp",22,-0.5,"!","{The_two_footballers_fought_each_other}","1",2843,0.5,0.5
"3052","Native 17","gp",2,-0.5,"!","{The_mother_dressed_the_baby}","0",2560,0.5,0.5
"3055","Native 17","gp",23,0.5,"!","{The_child}","1",3059,0.5,0.5
"3076","Native 18","gp",9,-0.5,"!","{The_pianist_calmed_himself_down}","1",2683,0.5,0.5
"3083","Native 18","gp",23,-0.5,"!","{The_child}","1",1388,0.5,0.5
"3087","Native 18","gp",19,-0.5,"!","{The_basketball_player}","1",1777,0.5,0.5
"3098","Native 18","gp",15,-0.5,"!","{The_boy}","1",1416,0.5,0.5
"3102","Native 18","gp",3,-0.5,"!","{The_two_journalists}","0",1757,0.5,0.5
"3109","Native 18","gp",22,0.5,"!","{The_coach}","1",1298,0.5,0.5
"3113","Native 18","gp",24,0.5,"!","{The_two_actresses_met_the_director}","0",2963,0.5,0.5
"3120","Native 18","gp",17,-0.5,"!","{The_two_men_fought_each_other}","1",3588,0.5,0.5
"3124","Native 18","gp",14,0.5,"!","{The_nurse}","1",1663,0.5,0.5
"3129","Native 18","gp",12,0.5,"!","{The_nurse_washed_the_baby}","0",1888,0.5,0.5
"3136","Native 18","gp",6,0.5,"!","{The_neighbour}","1",1341,0.5,0.5
"3144","Native 18","gp",16,0.5,"!","{The_researcher_woke_the_assistant_up}","0",4256,0.5,0.5
"3157","Native 18","gp",20,0.5,"!","{The_two_friends_met_the_man}","0",1911,0.5,0.5
"3161","Native 18","gp",21,-0.5,"!","{Anna_dressed_herself}","1",3598,0.5,0.5
"3169","Native 18","gp",5,-0.5,"!","{The_father_washed_himself}","1",2240,0.5,0.5
"3172","Native 18","gp",18,0.5,"!","{The_father}","0",2262,0.5,0.5
"3182","Native 18","gp",11,-0.5,"!","{The_friend}","1",1235,0.5,0.5
"3189","Native 18","gp",4,0.5,"!","{The_two_children_hugged_their_friend}","0",2648,0.5,0.5
"3192","Native 18","gp",13,-0.5,"!","{The_girl_calmed_herself_down}","1",3059,0.5,0.5
"3204","Native 18","gp",7,-0.5,"!","{The_lady}","1",2371,0.5,0.5
"3208","Native 18","gp",8,0.5,"!","{Mary_dressed_the_boy}","0",2145,0.5,0.5
"3225","Native 18","gp",1,-0.5,"!","{The_lawyer_calmed_himself_down}","1",2124,0.5,0.5
"3228","Native 18","gp",2,0.5,"!","{The_baby}","1",2468,0.5,0.5
"3231","Native 18","gp",10,0.5,"!","{The_General}","1",1207,0.5,0.5
"3256","Native 19","gp",14,-0.5,"!","{The_nurse}","1",3707,0.5,0.5
"3267","Native 19","gp",4,-0.5,"!","{The_two_children_hugged_each_other}","1",7082,0.5,0.5
"3275","Native 19","gp",19,0.5,"!","{The_coach_calmed_the_basketball_player_down}","0",7781,0.5,0.5
"3278","Native 19","gp",1,0.5,"!","{The_man}","1",3632,0.5,0.5
"3285","Native 19","gp",21,0.5,"!","{The_child}","1",1513,0.5,0.5
"3297","Native 19","gp",12,-0.5,"!","{The_nurse_washed_the_baby}","0",3319,0.5,0.5
"3302","Native 19","gp",17,0.5,"!","{The_terrorist}","1",3270,0.5,0.5
"3306","Native 19","gp",24,-0.5,"!","{The_two_actresses_met_each_other}","1",5509,0.5,0.5
"3312","Native 19","gp",5,0.5,"!","{The_boy}","1",1845,0.5,0.5
"3323","Native 19","gp",10,-0.5,"!","{The_General}","1",2414,0.5,0.5
"3331","Native 19","gp",6,-0.5,"!","{The_neighbour}","1",1791,0.5,0.5
"3334","Native 19","gp",9,0.5,"!","{The_singer}","1",2626,0.5,0.5
"3344","Native 19","gp",3,0.5,"!","{The_two_journalists_met_each_other}","1",7099,0.5,0.5
"3350","Native 19","gp",11,0.5,"!","{The_lady_woke_herself_up}","1",5071,0.5,0.5
"3358","Native 19","gp",16,-0.5,"!","{The_researcher_woke_himself_up}","1",5628,0.5,0.5
"3361","Native 19","gp",8,-0.5,"!","{Mary_dressed_herself}","1",4444,0.5,0.5
"3365","Native 19","gp",7,0.5,"!","{The_man_woke_himself_up}","1",4687,0.5,0.5
"3376","Native 19","gp",20,-0.5,"!","{The_two_friends_met_the_man}","0",5512,0.5,0.5
"3382","Native 19","gp",18,-0.5,"!","{The_baby}","1",1544,0.5,0.5
"3393","Native 19","gp",23,0.5,"!","{The_mother_washed_the_child}","0",3876,0.5,0.5
"3396","Native 19","gp",13,0.5,"!","{The_boy}","1",3460,0.5,0.5
"3399","Native 19","gp",2,-0.5,"!","{The_baby}","1",1695,0.5,0.5
"3406","Native 19","gp",22,-0.5,"!","{The_coach}","1",1653,0.5,0.5
"3416","Native 19","gp",15,0.5,"!","{The_aunt_dressed_the_boy}","0",4442,0.5,0.5
"3435","Native 20","gp",13,-0.5,"!","{The_boy}","1",1900,0.5,0.5
"3441","Native 20","gp",11,-0.5,"!","{The_lady_woke_herself_up}","1",4455,0.5,0.5
"3452","Native 20","gp",5,-0.5,"!","{The_boy}","1",3538,0.5,0.5
"3455","Native 20","gp",22,0.5,"!","{The_two_footballers_fought_the_coach}","0",3844,0.5,0.5
"3463","Native 20","gp",8,0.5,"!","{Mary}","0",3291,0.5,0.5
"3478","Native 20","gp",10,0.5,"!","{The_two_soldiers_fought_each_other}","1",5486,0.5,0.5
"3485","Native 20","gp",4,0.5,"!","{The_friend}","1",3668,0.5,0.5
"3492","Native 20","gp",20,0.5,"!","{The_man}","1",971,0.5,0.5
"3499","Native 20","gp",9,-0.5,"!","{The_singer}","1",1675,0.5,0.5
"3507","Native 20","gp",23,-0.5,"!","{The_mother_washed_herself}","1",4507,0.5,0.5
"3516","Native 20","gp",12,0.5,"!","{The_baby}","1",2883,0.5,0.5
"3523","Native 20","gp",24,0.5,"!","{The_director}","1",1706,0.5,0.5
"3527","Native 20","gp",3,-0.5,"!","{The_two_journalists_met_each_other}","1",9117,0.5,0.5
"3531","Native 20","gp",7,-0.5,"!","{The_man_woke_himself_up}","1",4077,0.5,0.5
"3536","Native 20","gp",21,-0.5,"!","{The_child}","1",3776,0.5,0.5
"3547","Native 20","gp",17,-0.5,"!","{The_terrorist}","1",1085,0.5,0.5
"3554","Native 20","gp",18,0.5,"!","{The_father_washed_himself}","1",2775,0.5,0.5
"3560","Native 20","gp",6,0.5,"!","{The_two_kids_fought_each_other}","1",3969,0.5,0.5
"3567","Native 20","gp",16,0.5,"!","{The_assistant}","1",2114,0.5,0.5
"3577","Native 20","gp",2,0.5,"!","{The_mother_dressed_herself}","1",2431,0.5,0.5
"3581","Native 20","gp",14,0.5,"!","{The_doctor_woke_himself_up}","1",2264,0.5,0.5
"3589","Native 20","gp",1,-0.5,"!","{The_man}","1",1324,0.5,0.5
"3596","Native 20","gp",15,-0.5,"!","{The_aunt_dressed_herself}","1",1537,0.5,0.5
"3599","Native 20","gp",19,-0.5,"!","{The_coach_calmed_himself_down}","1",3042,0.5,0.5
"3618","Native 21","gp",9,0.5,"!","{The_pianist_calmed_the_singer_down}","0",2213,0.5,0.5
"3625","Native 21","gp",18,-0.5,"!","{The_father_washed_himself}","1",4963,0.5,0.5
"3632","Native 21","gp",20,-0.5,"!","{The_man}","1",1262,0.5,0.5
"3635","Native 21","gp",13,0.5,"!","{The_girl_calmed_herself_down}","1",2516,0.5,0.5
"3641","Native 21","gp",8,-0.5,"!","{The_boy}","1",1554,0.5,0.5
"3648","Native 21","gp",24,-0.5,"!","{The_director}","1",961,0.5,0.5
"3655","Native 21","gp",2,-0.5,"!","{The_mother_dressed_herself}","1",2223,0.5,0.5
"3659","Native 21","gp",21,0.5,"!","{Anna_dressed_herself}","1",1436,0.5,0.5
"3666","Native 21","gp",19,0.5,"!","{The_basketball_player}","1",1525,0.5,0.5
"3687","Native 21","gp",1,0.5,"!","{The_lawyer_calmed_himself_down}","1",3111,0.5,0.5
"3690","Native 21","gp",16,-0.5,"!","{The_assistant}","1",1018,0.5,0.5
"3714","Native 21","gp",22,-0.5,"!","{The_two_footballers_fought_each_other}","1",2540,0.5,0.5
"3722","Native 21","gp",10,-0.5,"!","{The_two_soldiers_fought_each_other}","1",2148,0.5,0.5
"3726","Native 21","gp",15,0.5,"!","{The_boy}","1",1252,0.5,0.5
"3733","Native 21","gp",4,-0.5,"!","{The_friend}","1",958,0.5,0.5
"3737","Native 21","gp",3,0.5,"!","{The_president}","1",1159,0.5,0.5
"3740","Native 21","gp",12,-0.5,"!","{The_baby}","1",1264,0.5,0.5
"3747","Native 21","gp",23,0.5,"!","{The_child}","1",1147,0.5,0.5
"3751","Native 21","gp",11,0.5,"!","{The_friend}","1",1291,0.5,0.5
"3757","Native 21","gp",6,-0.5,"!","{The_two_kids_fought_each_other}","1",1591,0.5,0.5
"3761","Native 21","gp",5,0.5,"!","{The_father_washed_himself}","1",1283,0.5,0.5
"3764","Native 21","gp",17,0.5,"!","{The_two_men_fought_each_other}","1",1680,0.5,0.5
"3768","Native 21","gp",14,-0.5,"!","{The_doctor_woke_himself_up}","1",2242,0.5,0.5
"3775","Native 21","gp",7,0.5,"!","{The_lady}","1",1351,0.5,0.5
"3802","Native 22","gp",2,0.5,"!","{The_baby}","1",2881,0.5,0.5
"3822","Native 22","gp",5,-0.5,"!","{The_father_washed_himself}","1",4056,0.5,0.5
"3826","Native 22","gp",3,-0.5,"!","{The_president}","1",2066,0.5,0.5
"3840","Native 22","gp",8,0.5,"!","{Mary_dressed_the_boy}","0",2205,0.5,0.5
"3852","Native 22","gp",9,-0.5,"!","{The_pianist_calmed_himself_down}","1",3620,0.5,0.5
"3859","Native 22","gp",22,0.5,"!","{The_coach}","1",2729,0.5,0.5
"3867","Native 22","gp",24,0.5,"!","{The_two_actresses_met_the_director}","0",4198,0.5,0.5
"3870","Native 22","gp",12,0.5,"!","{The_nurse_washed_the_baby}","0",2640,0.5,0.5
"3875","Native 22","gp",17,-0.5,"!","{The_two_men_fought_each_other}","1",2550,0.5,0.5
"3882","Native 22","gp",1,-0.5,"!","{The_lawyer_calmed_himself_down}","1",3290,0.5,0.5
"3889","Native 22","gp",14,0.5,"!","{The_nurse}","1",2830,0.5,0.5
"3893","Native 22","gp",19,-0.5,"!","{The_basketball_player}","1",2415,0.5,0.5
"3899","Native 22","gp",10,0.5,"!","{The_General}","1",2173,0.5,0.5
"3902","Native 22","gp",7,-0.5,"!","{The_man}","0",2361,0.5,0.5
"3905","Native 22","gp",23,-0.5,"!","{The_child}","1",1921,0.5,0.5
"3909","Native 22","gp",15,-0.5,"!","{The_boy}","1",1936,0.5,0.5
"3912","Native 22","gp",21,-0.5,"!","{Anna_dressed_herself}","1",3940,0.5,0.5
"3920","Native 22","gp",16,0.5,"!","{The_researcher_woke_himself_up}","1",3673,0.5,0.5
"3930","Native 22","gp",6,0.5,"!","{The_neighbour}","1",1732,0.5,0.5
"3934","Native 22","gp",11,-0.5,"!","{The_friend}","1",5075,0.5,0.5
"3941","Native 22","gp",18,0.5,"!","{The_baby}","1",3326,0.5,0.5
"3945","Native 22","gp",13,-0.5,"!","{The_girl_calmed_herself_down}","1",3155,0.5,0.5
"3956","Native 22","gp",20,0.5,"!","{The_two_friends_met_each_other}","1",7170,0.5,0.5
"3959","Native 22","gp",4,0.5,"!","{The_two_children_hugged_each_other}","1",4607,0.5,0.5
"3976","Native 23","gp",13,0.5,"!","{The_boy}","1",1555,0.5,0.5
"3979","Native 23","gp",10,-0.5,"!","{The_General}","1",1716,0.5,0.5
"3982","Native 23","gp",22,-0.5,"!","{The_coach}","1",1189,0.5,0.5
"3990","Native 23","gp",4,-0.5,"!","{The_two_children_hugged_their_friend}","0",2765,0.5,0.5
"3995","Native 23","gp",12,-0.5,"!","{The_nurse_washed_the_baby}","0",2021,0.5,0.5
"4001","Native 23","gp",7,0.5,"!","{The_man_woke_himself_up}","1",2785,0.5,0.5
"4005","Native 23","gp",6,-0.5,"!","{The_neighbour}","1",1490,0.5,0.5
"4020","Native 23","gp",23,0.5,"!","{The_mother_washed_herself}","1",5905,0.5,0.5
"4024","Native 23","gp",21,0.5,"!","{The_child}","1",2164,0.5,0.5
"4028","Native 23","gp",19,0.5,"!","{The_coach_calmed_himself_down}","1",3180,0.5,0.5
"4031","Native 23","gp",5,0.5,"!","{The_boy}","1",1697,0.5,0.5
"4034","Native 23","gp",15,0.5,"!","{The_aunt_dressed_the_boy}","0",3387,0.5,0.5
"4038","Native 23","gp",2,-0.5,"!","{The_baby}","1",2358,0.5,0.5
"4049","Native 23","gp",11,0.5,"!","{The_lady_woke_herself_up}","1",2296,0.5,0.5
"4052","Native 23","gp",1,0.5,"!","{The_man}","1",2556,0.5,0.5
"4066","Native 23","gp",24,-0.5,"!","{The_two_actresses_met_each_other}","1",3520,0.5,0.5
"4074","Native 23","gp",8,-0.5,"!","{Mary_dressed_herself}","1",1615,0.5,0.5
"4080","Native 23","gp",3,0.5,"!","{The_two_journalists_met_each_other}","1",5709,0.5,0.5
"4086","Native 23","gp",20,-0.5,"!","{The_two_friends_met_each_other}","1",2726,0.5,0.5
"4108","Native 23","gp",17,0.5,"!","{The_terrorist}","1",1416,0.5,0.5
"4121","Native 23","gp",14,-0.5,"!","{The_nurse}","1",1298,0.5,0.5
"4128","Native 23","gp",18,-0.5,"!","{The_baby}","1",1634,0.5,0.5
"4132","Native 23","gp",9,0.5,"!","{The_singer}","1",1937,0.5,0.5
"4138","Native 23","gp",16,-0.5,"!","{The_researcher_woke_himself_up}","1",2069,0.5,0.5
"4160","Native 24","gp",22,0.5,"!","{The_two_footballers_fought_each_other}","1",5265,0.5,0.5
"4168","Native 24","gp",18,0.5,"!","{The_father_washed_the_baby}","0",2477,0.5,0.5
"4171","Native 24","gp",2,0.5,"!","{The_mother_dressed_the_baby}","0",2334,0.5,0.5
"4186","Native 24","gp",12,0.5,"!","{The_nurse}","0",2529,0.5,0.5
"4195","Native 24","gp",17,-0.5,"!","{The_terrorist}","1",1652,0.5,0.5
"4203","Native 24","gp",20,0.5,"!","{The_two_friends}","0",2294,0.5,0.5
"4206","Native 24","gp",6,0.5,"!","{The_two_kids_fought_each_other}","1",2579,0.5,0.5
"4209","Native 24","gp",23,-0.5,"!","{The_mother_washed_herself}","1",5487,0.5,0.5
"4216","Native 24","gp",4,0.5,"!","{The_two_children}","0",4028,0.5,0.5
"4219","Native 24","gp",1,-0.5,"!","{The_man}","1",1519,0.5,0.5
"4227","Native 24","gp",16,0.5,"!","{The_researcher}","0",2225,0.5,0.5
"4233","Native 24","gp",15,-0.5,"!","{The_aunt_dressed_herself}","1",2231,0.5,0.5
"4237","Native 24","gp",14,0.5,"!","{The_doctor_woke_himself_up}","1",2656,0.5,0.5
"4253","Native 24","gp",9,-0.5,"!","{The_pianist}","0",2151,0.5,0.5
"4257","Native 24","gp",3,-0.5,"!","{The_two_journalists_met_the_president}","0",2748,0.5,0.5
"4264","Native 24","gp",5,-0.5,"!","{The_boy}","1",1213,0.5,0.5
"4271","Native 24","gp",21,-0.5,"!","{The_child}","1",1122,0.5,0.5
"4278","Native 24","gp",8,0.5,"!","{Mary}","0",1982,0.5,0.5
"4286","Native 24","gp",24,0.5,"!","{The_director}","1",3964,0.5,0.5
"4289","Native 24","gp",11,-0.5,"!","{The_lady_woke_herself_up}","1",2401,0.5,0.5
"4300","Native 24","gp",13,-0.5,"!","{The_girl}","0",1517,0.5,0.5
"4308","Native 24","gp",19,-0.5,"!","{The_coach_calmed_himself_down}","1",4351,0.5,0.5
"4312","Native 24","gp",7,-0.5,"!","{The_man_woke_himself_up}","1",3741,0.5,0.5
"4319","Native 24","gp",10,0.5,"!","{The_two_soldiers_fought_the_General}","0",2697,0.5,0.5
"4339","Native 25","gp",3,0.5,"!","{The_two_journalists}","0",1867,0.5,0.5
"4342","Native 25","gp",21,0.5,"!","{Anna_dressed_the_child}","0",2151,0.5,0.5
"4351","Native 25","gp",5,0.5,"!","{The_father_washed_the_boy}","0",2118,0.5,0.5
"4361","Native 25","gp",15,0.5,"!","{The_boy}","1",1134,0.5,0.5
"4371","Native 25","gp",9,0.5,"!","{The_pianist_calmed_himself_down}","1",2129,0.5,0.5
"4374","Native 25","gp",14,-0.5,"!","{The_doctor_woke_himself_up}","1",3210,0.5,0.5
"4391","Native 25","gp",17,0.5,"!","{The_two_men_fought_each_other}","1",5436,0.5,0.5
"4395","Native 25","gp",4,-0.5,"!","{The_friend}","1",1475,0.5,0.5
"4398","Native 25","gp",13,0.5,"!","{The_girl_calmed_herself_down}","1",1718,0.5,0.5
"4401","Native 25","gp",19,0.5,"!","{The_coach}","0",1961,0.5,0.5
"4409","Native 25","gp",18,-0.5,"!","{The_father_washed_himself}","1",5480,0.5,0.5
"4416","Native 25","gp",22,-0.5,"!","{The_two_footballers_fought_each_other}","1",3380,0.5,0.5
"4423","Native 25","gp",10,-0.5,"!","{The_two_soldiers_fought_each_other}","1",2378,0.5,0.5
"4427","Native 25","gp",1,0.5,"!","{The_lawyer_calmed_himself_down}","1",2203,0.5,0.5
"4434","Native 25","gp",23,0.5,"!","{The_child}","1",1328,0.5,0.5
"4437","Native 25","gp",24,-0.5,"!","{The_director}","1",1409,0.5,0.5
"4447","Native 25","gp",6,-0.5,"!","{The_two_kids_fought_their_neighbour}","0",2235,0.5,0.5
"4451","Native 25","gp",16,-0.5,"!","{The_assistant}","1",1328,0.5,0.5
"4454","Native 25","gp",12,-0.5,"!","{The_baby}","1",1920,0.5,0.5
"4460","Native 25","gp",2,-0.5,"!","{The_mother_dressed_the_baby}","0",3961,0.5,0.5
"4472","Native 25","gp",7,0.5,"!","{The_lady}","1",1285,0.5,0.5
"4480","Native 25","gp",8,-0.5,"!","{The_boy}","1",1193,0.5,0.5
"4487","Native 25","gp",20,-0.5,"!","{The_man}","1",1009,0.5,0.5
"4495","Native 25","gp",11,0.5,"!","{The_friend}","1",2510,0.5,0.5
"4520","Native 26","gp",23,-0.5,"!","{The_child}","1",2144,0.5,0.5
"4524","Native 26","gp",8,0.5,"!","{Mary_dressed_the_boy}","0",2258,0.5,0.5
"4528","Native 26","gp",7,-0.5,"!","{The_lady}","1",1634,0.5,0.5
"4532","Native 26","gp",24,0.5,"!","{The_two_actresses_met_the_director}","0",3277,0.5,0.5
"4540","Native 26","gp",14,0.5,"!","{The_nurse}","1",1584,0.5,0.5
"4547","Native 26","gp",19,-0.5,"!","{The_basketball_player}","1",2299,0.5,0.5
"4558","Native 26","gp",21,-0.5,"!","{Anna_dressed_herself}","1",2853,0.5,0.5
"4562","Native 26","gp",20,0.5,"!","{The_two_friends_met_each_other}","1",3013,0.5,0.5
"4580","Native 26","gp",11,-0.5,"!","{The_friend}","1",2702,0.5,0.5
"4587","Native 26","gp",9,-0.5,"!","{The_pianist_calmed_himself_down}","1",4216,0.5,0.5
